Unnamed: 0,Target,Stance,ID,User_ID
111,Donald Trump,AGAINST,1089574771484999680,108083058
112,Donald Trump,AGAINST,1076333285977006080,20651510
113,Donald Trump,AGAINST,1088113874883162112,740007861728645120
114,Donald Trump,AGAINST,1100085078837874688,4294025712
115,Donald Trump,AGAINST,1259612885673668608,1228174105901273088
116,Donald Trump,AGAINST,1144284162515357696,758533215015448576
117,Donald Trump,AGAINST,1011938822404431872,214131069
118,Donald Trump,AGAINST,1189682081900589056,930883070
119,Donald Trump,FAVOR,1044360269470871552,908364949361217536
120,Donald Trump,AGAINST,1248431326614544384,738853041810644992
121,Donald Trump,AGAINST,1272917285838127104,1648925042
122,Donald Trump,AGAINST,1024307667114881024,2905444113
123,Donald Trump,AGAINST,1076470147743993856,3137373237
124,Donald Trump,AGAINST,1142111989805699072,708168355488731136
125,Donald Trump,AGAINST,1022109134248927232,938742338536591360
126,Donald Trump,AGAINST,1130265382088876032,888215508406992896
127,Donald Trump,FAVOR,1045416475064918016,12144232
128,Donald Trump,AGAINST,1109215662600269824,955666364232077317
129,Donald Trump,AGAINST,1268265206305689600,1191497897789083651
130,Donald Trump,AGAINST,958680178418384896,893124300684840960
131,Donald Trump,AGAINST,1121420978251292672,1489033357
132,Donald Trump,AGAINST,1242082298217938944,4637706979
133,Donald Trump,FAVOR,1000265496195825664,130098780
134,Donald Trump,FAVOR,1022588884310519808,21348880
135,Donald Trump,FAVOR,1130788167890681856,269830089
136,Donald Trump,AGAINST,976969210097172480,51299013
137,Donald Trump,AGAINST,1268240133461065728,806770641227517952
138,Donald Trump,AGAINST,1134140024587411456,3313997058
139,Donald Trump,AGAINST,1045404953525641216,822965395409637376
140,Donald Trump,AGAINST,1056734478624800768,572691692
141,Donald Trump,AGAINST,968306221131460608,3318111751
142,Donald Trump,AGAINST,1207864096181239808,1188509814160101378
143,Donald Trump,AGAINST,1207121158425890816,191623916
144,Donald Trump,AGAINST,1270340394417561600,531565758
145,Donald Trump,FAVOR,1079213833758130176,822588498809077760
146,Donald Trump,AGAINST,1000844272378068992,3233164669
147,Donald Trump,AGAINST,1144411144876175360,1013071098538348544
148,Donald Trump,AGAINST,989075036890959872,850755938365714434
149,Donald Trump,AGAINST,1011657946869231616,705474684402270208
150,Donald Trump,AGAINST,1156581096366202880,31396948
151,Donald Trump,AGAINST,1134601292658069504,9709892
152,Donald Trump,AGAINST,1144030985920503808,2229273212
153,Donald Trump,AGAINST,1250376246879563776,21907831
154,Donald Trump,AGAINST,1110375837050785792,25939051
155,Donald Trump,FAVOR,1166417328025886720,859513666915495940
156,Donald Trump,AGAINST,1261073710510997504,3401335912
157,Donald Trump,AGAINST,1001799413621239808,958688545367085056
158,Donald Trump,AGAINST,1122488846921474048,344772996
159,Donald Trump,AGAINST,1111461387157626880,976278076526071809
160,Donald Trump,AGAINST,1099519299977388032,25939051
161,Donald Trump,AGAINST,1045204047668506624,3994984394
162,Donald Trump,AGAINST,1211070735470477312,835526448173756416
163,Donald Trump,AGAINST,958745571656843264,3019989792
164,Donald Trump,AGAINST,1057607478983225344,501563411
165,Donald Trump,AGAINST,1274107204040372224,1049820630454071298
166,Donald Trump,AGAINST,1035512229028921344,797179922087297024
167,Donald Trump,FAVOR,957852730734923776,718378109536440321
168,Donald Trump,AGAINST,1046269655780745216,2476482307
169,Donald Trump,AGAINST,1187846321694302208,27219435
170,Donald Trump,AGAINST,1145002589936934912,15345968
171,Donald Trump,AGAINST,1035598208565747712,358416729
172,Donald Trump,FAVOR,958120131279847424,797080559839309824
173,Donald Trump,AGAINST,1240096516598943744,1553709558
174,Donald Trump,AGAINST,1209477219950768128,1090663195398860800
175,Donald Trump,AGAINST,1090666040869060608,34926032
176,Donald Trump,AGAINST,1130513324909748224,324643878
177,Donald Trump,AGAINST,1012479166095257600,21806222
178,Donald Trump,AGAINST,1100725121160019968,232204881
179,Donald Trump,AGAINST,1079106961218699264,1078342866265694210
180,Donald Trump,AGAINST,1001246518697975808,3027098903
181,Donald Trump,AGAINST,1199701187521593344,2901330426
182,Donald Trump,AGAINST,1156572023126147072,122053006
183,Donald Trump,AGAINST,1101040916830158848,51036282
184,Donald Trump,AGAINST,1056273499063508992,222586852
185,Donald Trump,AGAINST,1199028910333120512,386751727
186,Donald Trump,AGAINST,1155537935959072768,804210674519916544
187,Donald Trump,AGAINST,1155314420895100928,1147881042394722304
188,Donald Trump,AGAINST,1090218003575263232,25939051
189,Donald Trump,AGAINST,1144326237663506432,747791989966409728
190,Donald Trump,AGAINST,1110054466320039936,346017345
191,Donald Trump,AGAINST,1178798390198591488,444397336
192,Donald Trump,AGAINST,1273582861053034496,1033479265059332097
193,Donald Trump,AGAINST,1273747323382829056,759376514538475520
194,Donald Trump,FAVOR,1223347395473354752,30314012
195,Donald Trump,AGAINST,1078885584909660160,996181501946417152
196,Donald Trump,AGAINST,1250933717360672768,820789720347213824
197,Donald Trump,AGAINST,1188781074312286208,25939051
198,Donald Trump,AGAINST,1208606704889454592,25939051
199,Donald Trump,AGAINST,1261906106462474240,859240811556458496
200,Donald Trump,FAVOR,1242920744729837568,23240335
201,Donald Trump,FAVOR,1166388946131017728,1162814666029985792
202,Donald Trump,FAVOR,1261449739934957568,19069046
203,Donald Trump,FAVOR,1261697297479417856,1261683855389425666
204,Donald Trump,AGAINST,1241230544844849152,1151276028381339649
205,Donald Trump,FAVOR,1155342857386860544,3067668504
206,Donald Trump,FAVOR,1216217382139518976,719406413416501248
207,Donald Trump,FAVOR,1145188382592475136,1139550579024265217
208,Donald Trump,FAVOR,1134572579480641536,1090325570339176448
209,Donald Trump,AGAINST,1204825465229234176,63049243
210,Donald Trump,AGAINST,1184796398182486016,1152075027744821250
211,Donald Trump,AGAINST,1162558465908203520,1032337945519247360
212,Donald Trump,AGAINST,1150899228845019136,1140072286042517504
213,Donald Trump,AGAINST,1089007170723684352,1217133187
214,Donald Trump,AGAINST,1125126926941728768,267774017
215,Donald Trump,FAVOR,1030403549317005312,804131249782669313
216,Donald Trump,AGAINST,1204938477285953536,773140213
217,Donald Trump,AGAINST,1067435000151166976,571148438
218,Donald Trump,AGAINST,1090833434283569152,34600120
219,Donald Trump,AGAINST,1162332573118296064,6466512
220,Donald Trump,AGAINST,1054180979957481472,482500465
221,Donald Trump,AGAINST,1125862035093200896,17943624
222,Donald Trump,AGAINST,1118930680015196160,2424290840
223,Donald Trump,AGAINST,1007312022608871424,24272887
224,Donald Trump,AGAINST,1010564708938575872,571148438
225,Donald Trump,AGAINST,1240741489241554944,1226915527034990592
226,Donald Trump,AGAINST,966002141302321152,929211654944051200
227,Donald Trump,AGAINST,1032675414320197632,571148438
228,Donald Trump,AGAINST,1177445902618726400,708720629034385408
229,Donald Trump,AGAINST,1000013244117987328,4866930863
230,Donald Trump,AGAINST,1119261068407263232,924321826448306176
231,Donald Trump,FAVOR,1188661708807495680,414899862
232,Donald Trump,AGAINST,1022706967083659264,243679252
233,Donald Trump,AGAINST,1062427406923894784,430046208
234,Donald Trump,AGAINST,1040442519975284736,3064293855
235,Donald Trump,FAVOR,958117667679776768,37118867
236,Donald Trump,AGAINST,1032132336748584960,1663687578
237,Donald Trump,AGAINST,1124638813261836288,1673396624
238,Donald Trump,AGAINST,1127537606940667904,1074647641676484608
239,Donald Trump,AGAINST,957287416305520640,34179682
240,Donald Trump,AGAINST,1193623154117271552,946848506
241,Donald Trump,AGAINST,967021525751750656,811333417
242,Donald Trump,AGAINST,1189665684344709120,157286745
243,Donald Trump,AGAINST,1195622092613419008,520148825
244,Donald Trump,AGAINST,1100077542097211392,20933072
245,Donald Trump,AGAINST,1238675895654551552,321723761
246,Donald Trump,AGAINST,1204471758524301312,430459707
247,Donald Trump,AGAINST,1015715078899945472,135975280
248,Donald Trump,AGAINST,1155540117894942720,20933072
249,Donald Trump,AGAINST,1125939489455652864,2243886992
250,Donald Trump,AGAINST,995398129670393856,1193801665
251,Donald Trump,AGAINST,1244393603302141952,10932022
252,Donald Trump,AGAINST,1243295755110092800,1048691504238219265
253,Donald Trump,AGAINST,1239668753375227904,196398842
254,Donald Trump,AGAINST,1177014620026003456,15997827
255,Donald Trump,AGAINST,1258441072356626432,840495156
256,Donald Trump,AGAINST,1241846011087032320,733079560330207232
257,Donald Trump,AGAINST,1242979513094586368,710972670624571394
258,Donald Trump,AGAINST,1011690648548896768,30865805
259,Donald Trump,AGAINST,1239042012961067008,2426016013
260,Donald Trump,AGAINST,1259895972328546304,902553572365045760
261,Donald Trump,AGAINST,1260353390862721024,2547517884
262,Donald Trump,AGAINST,1259818447120318464,13445602
263,Donald Trump,AGAINST,1258524792908427264,310835365
264,Donald Trump,AGAINST,1238805559148711936,299695661
265,Donald Trump,AGAINST,1073252975437586432,479082857
266,Donald Trump,AGAINST,1008880640975130624,34084566
267,Donald Trump,FAVOR,1220518152863350784,1109886563285127168
268,Donald Trump,AGAINST,1134048771413893120,73412006
269,Donald Trump,FAVOR,1087379629709684736,310835365
270,Donald Trump,AGAINST,1088324784755109888,72700783
271,Donald Trump,AGAINST,1133946719211794432,935964414141874176
272,Donald Trump,AGAINST,1055287889058160640,31637577
273,Donald Trump,AGAINST,1185571006737502208,1071087826320674817
274,Donald Trump,NONE,1122493899518427136,1111774626227650560
275,Donald Trump,FAVOR,1002087615753932800,912282321105051649
276,Donald Trump,FAVOR,1099278040151019520,2828726429
277,Donald Trump,FAVOR,1167863369308594176,1166016290936492040
278,Donald Trump,FAVOR,1200826166434762752,827547758089424896
279,Donald Trump,FAVOR,1242954047348527104,2320201808
280,Donald Trump,FAVOR,955502800330510336,801167142796148736
281,Donald Trump,FAVOR,1222290551447441408,827547758089424896
282,Donald Trump,FAVOR,1211228316633616384,2913678013
283,Donald Trump,AGAINST,1254587690650984448,823383476695023620
284,Donald Trump,AGAINST,1267666098259984384,714263567663505410
285,Donald Trump,AGAINST,1261379378656808960,41667937
286,Donald Trump,AGAINST,1251394484706869248,238882546
287,Donald Trump,AGAINST,1265807905363640320,567422544
288,Donald Trump,AGAINST,1240310561159524352,767520084734664704
289,Donald Trump,AGAINST,1260079155686674432,822518858242134016
290,Donald Trump,AGAINST,1265072375047086080,324037973
291,Donald Trump,AGAINST,1240739332262105088,788467020509671424
292,Donald Trump,AGAINST,1251301057621192704,3160000296
293,Donald Trump,AGAINST,1265841540716392448,1186388236362383360
294,Donald Trump,AGAINST,1265999924921012224,1251336896472645632
295,Donald Trump,AGAINST,1251349667314405376,821281249528397825
296,Donald Trump,AGAINST,949675642563555328,94719429
297,Donald Trump,AGAINST,1161611612979159040,26773353
298,Donald Trump,AGAINST,1164032143665717248,15683824
299,Donald Trump,NONE,1185177474965147648,925915886300655616
300,Donald Trump,FAVOR,1262239031686885376,911663119
301,Donald Trump,FAVOR,1105165281985363968,1404014400
302,Donald Trump,NONE,1243584849589477376,17899893
303,Donald Trump,FAVOR,1212519876511895552,532478924
304,Donald Trump,AGAINST,1268730976324255744,103957479
305,Donald Trump,AGAINST,1152237128769781760,973922442182832128
306,Donald Trump,AGAINST,1160625798241378304,904529200161349633
307,Donald Trump,AGAINST,1152916196955701248,975073630467121154
308,Donald Trump,AGAINST,1158142442828439552,35962729
309,Donald Trump,AGAINST,1161219953539866624,36923320
310,Donald Trump,AGAINST,1158764923205427200,755936744495656960
311,Donald Trump,AGAINST,1158499648941768704,1004009162966290432
312,Donald Trump,AGAINST,1101262251539914752,20002832
313,Donald Trump,AGAINST,1079420204126367744,257691095
314,Donald Trump,AGAINST,1239658304185544704,40973468
315,Donald Trump,AGAINST,1082271843208200192,232324918
316,Donald Trump,FAVOR,1199020443644186624,3537084675
317,Donald Trump,FAVOR,1110061284790362112,504927705
318,Donald Trump,FAVOR,979750117476417536,3005116410
319,Donald Trump,AGAINST,1076626965703131136,32274411
320,Donald Trump,FAVOR,1057385080333586432,727614203448549377
321,Donald Trump,FAVOR,1269596553154564096,1135361569800503298
322,Donald Trump,FAVOR,1199058663513698304,1156850474047459328
323,Donald Trump,FAVOR,1166932527845654528,535323001
324,Donald Trump,FAVOR,1011800619139715072,222149622
325,Donald Trump,FAVOR,977236480132354048,4395785775
326,Donald Trump,FAVOR,1261519433589125120,33419826
327,Donald Trump,AGAINST,1101218324271194112,1262509050
328,Donald Trump,FAVOR,1274036782670151680,64816476
329,Donald Trump,FAVOR,1219663382371954688,232916740
330,Donald Trump,FAVOR,990939332872556544,4858911016
331,Donald Trump,FAVOR,1198348557842911232,714479834
332,Donald Trump,AGAINST,1166499797026500608,2492497783
333,Donald Trump,FAVOR,1013051658157346816,22575736
334,Donald Trump,NONE,1144550951719710720,897446396281970688
335,Donald Trump,AGAINST,1144657185667833856,1686994213
336,Donald Trump,FAVOR,1056882990457016320,14797708
337,Donald Trump,FAVOR,1144608807051567104,4172714567
338,Donald Trump,FAVOR,1042123867312087040,269520135
339,Donald Trump,FAVOR,1111171190868070400,713026548014694400
340,Donald Trump,AGAINST,1262766235348897792,889414569126383616
341,Donald Trump,AGAINST,1145163864583102464,46071245
342,Donald Trump,FAVOR,1068654187188236288,759142415374639104
343,Donald Trump,FAVOR,1156715786343505920,756913511591251969
344,Donald Trump,FAVOR,1106396499712327680,1862451739
345,Donald Trump,FAVOR,999996584313094144,894177592177242114
346,Donald Trump,FAVOR,1178438312392118272,836951937782267904
347,Donald Trump,FAVOR,1046210644016533504,16692057
348,Donald Trump,FAVOR,1188104038119690240,3000854707
349,Donald Trump,FAVOR,1089883646851497984,112061409
350,Donald Trump,FAVOR,1002308131664244736,937025657141264384
351,Donald Trump,FAVOR,1057733414638510080,431742890
352,Donald Trump,FAVOR,1054582321435811840,767401079424311296
353,Donald Trump,FAVOR,968522359555551232,4842549440
354,Donald Trump,FAVOR,1211899675831422976,194598519
355,Donald Trump,FAVOR,1045493833620951040,1036665559943921664
356,Donald Trump,AGAINST,960181454222381056,89238980
357,Donald Trump,AGAINST,1223379425846157312,729922606854344704
358,Donald Trump,FAVOR,1134606615137722368,2981776113
359,Donald Trump,FAVOR,1251928042286403584,19236097
360,Donald Trump,AGAINST,1166517002506313728,7036002
361,Donald Trump,AGAINST,1088622390798622720,2976937032
362,Donald Trump,FAVOR,1144402337139761152,36377711
363,Donald Trump,FAVOR,1209532560096800768,1065771601512316928
364,Donald Trump,FAVOR,1131218914975916032,519582908
365,Donald Trump,FAVOR,1177266742755811328,883767894
366,Donald Trump,FAVOR,1060314720442425344,3017779794
367,Donald Trump,FAVOR,989511042244866048,823313125898190848
368,Donald Trump,FAVOR,958842453850841088,18631697
369,Donald Trump,FAVOR,1134554993661374464,785370639104258048
370,Donald Trump,FAVOR,1222316004480634880,1185237059608436740
371,Donald Trump,NONE,1238261602471854080,991008167688581120
372,Donald Trump,FAVOR,1044027113005813760,372436704
373,Donald Trump,FAVOR,968678186463780864,21532452
374,Donald Trump,FAVOR,1111776309934469120,882543561253822464
375,Donald Trump,FAVOR,1064956530754297856,4616597712
376,Donald Trump,AGAINST,1087445157077704704,958805877817069570
377,Donald Trump,FAVOR,1144298281440284672,54054964
378,Donald Trump,FAVOR,1041399852658130944,19372504
379,Donald Trump,AGAINST,1002327991530246144,100827317
380,Donald Trump,FAVOR,1000414929961152512,813162341269471232
381,Donald Trump,FAVOR,1024022130340519936,1023315891453194241
382,Donald Trump,FAVOR,1100406277560254464,727566948171718656
383,Donald Trump,FAVOR,1156596466175135744,1135586114515943424
384,Donald Trump,FAVOR,1083879242809540608,786848385143713792
385,Donald Trump,FAVOR,1001621749467959296,785283135877545984
386,Donald Trump,FAVOR,990059190214311936,96021946
387,Donald Trump,FAVOR,1144700931453440000,221614751
388,Donald Trump,FAVOR,1163078493778993152,18965946
389,Donald Trump,FAVOR,1200324533384859648,2198298228
390,Donald Trump,AGAINST,1200501983272034304,2371069376
391,Donald Trump,FAVOR,1012156993405153280,770789657168777216
392,Donald Trump,FAVOR,1143743126579793920,33419826
393,Donald Trump,FAVOR,978830248136593408,21532452
394,Donald Trump,FAVOR,1116198237382168576,33419826
395,Donald Trump,FAVOR,1210348841683292160,1161532300703784960
396,Donald Trump,FAVOR,1273693188771872768,88394635
397,Donald Trump,FAVOR,1177412231958585344,1042161669844152321
398,Donald Trump,FAVOR,1077759569349218304,1589808223
399,Donald Trump,FAVOR,1167595561446342656,318152222
400,Donald Trump,FAVOR,1012099147065802752,29886392
401,Donald Trump,NONE,1111506003693056000,347069708
402,Donald Trump,FAVOR,1221664673352699904,1194118169146716161
403,Donald Trump,AGAINST,1152203374827384832,717412471741497344
404,Donald Trump,AGAINST,1045179177710874624,3862095082
405,Donald Trump,FAVOR,1239396463655792640,819115308
406,Donald Trump,FAVOR,1222007578374418432,950083135311634432
407,Donald Trump,FAVOR,1035306428980965376,884833700491427844
408,Donald Trump,FAVOR,1273865053910032384,989081655993348096
409,Donald Trump,FAVOR,1055833330736869376,702216354015875072
410,Donald Trump,FAVOR,1132348713513259008,44527814
411,Donald Trump,FAVOR,1012531340615376896,3008423285
412,Donald Trump,FAVOR,1144078551362277376,827522412
413,Donald Trump,FAVOR,1064995059987185664,262800088
414,Donald Trump,FAVOR,1079875168292335616,109335556
415,Donald Trump,AGAINST,1055417581786619904,3851815349
416,Donald Trump,FAVOR,1110882895470694400,29405939
417,Donald Trump,FAVOR,1002331536979562496,105345807
418,Donald Trump,FAVOR,1098992468111044608,21605446
419,Donald Trump,AGAINST,1121896487472988160,3862095082
420,Donald Trump,FAVOR,1068183791645143040,2563774736
421,Donald Trump,AGAINST,1001305370415988736,500391228
422,Donald Trump,FAVOR,1042437209989632000,87504275
423,Donald Trump,FAVOR,1123085143168753664,1063880560190341121
424,Donald Trump,FAVOR,1044575254532804608,2414776884
425,Donald Trump,AGAINST,1274063679328104448,4891712616
426,Donald Trump,NONE,1223248127639064576,253615321
427,Donald Trump,AGAINST,1219655114882977792,260375899
428,Donald Trump,AGAINST,1207680803007815680,873527824610717697
429,Donald Trump,AGAINST,1233143492139941888,574184137
430,Donald Trump,AGAINST,1222090251046465536,1216951069244362752
431,Donald Trump,AGAINST,1223283036650909696,20164828
432,Donald Trump,AGAINST,1225599170515537920,106009427
433,Donald Trump,AGAINST,1222314392219529216,49109201
434,Donald Trump,AGAINST,1222577150148186112,760078912525402112
435,Donald Trump,NONE,1227650799703998464,21695272
436,Donald Trump,AGAINST,1222757191918030848,612693391
437,Donald Trump,AGAINST,1197181084238110720,2472911438
438,Donald Trump,AGAINST,1224119861900644352,1344052376
439,Donald Trump,FAVOR,1220830610731798528,1216005710414303232
440,Donald Trump,AGAINST,1220443231386767360,796438550917054464
441,Donald Trump,NONE,1220139044585332736,2929697776
442,Donald Trump,FAVOR,1262411476435779584,4711065344
443,Donald Trump,FAVOR,1222333297071706112,628653501
444,Donald Trump,FAVOR,988302031008841728,176608441
445,Donald Trump,FAVOR,1145296444007604224,1109795009140850690
446,Donald Trump,FAVOR,1239402398092845056,1206080605722685440
447,Donald Trump,FAVOR,1199301001263665152,1131130942817472513
448,Donald Trump,FAVOR,1210544559752650752,1161031430731907072
449,Donald Trump,FAVOR,1173803360069271552,37935169
450,Donald Trump,FAVOR,1145398663285542912,1035509905862615040
451,Donald Trump,FAVOR,1044108252198256640,179814525
452,Donald Trump,FAVOR,1188999249700229120,1186718498896207878
453,Donald Trump,FAVOR,1240609484386549760,1225156057741348865
454,Donald Trump,FAVOR,1145119983648878592,1035509905862615040
455,Donald Trump,FAVOR,1200923616570830848,888918615453384708
456,Donald Trump,FAVOR,1222498263674380288,1184274633559805953
457,Donald Trump,FAVOR,1240451182012690432,19069046
458,Donald Trump,FAVOR,1144350831401156608,396613226
459,Donald Trump,FAVOR,1211124168584028160,114150911
460,Donald Trump,FAVOR,1239044628520865792,64816476
461,Donald Trump,FAVOR,1199576929357193216,713157058871300097
462,Donald Trump,FAVOR,1144340820306214912,49694359
463,Donald Trump,FAVOR,1188805101454012416,204339253
464,Donald Trump,FAVOR,1120842643288858624,941163760252866562
465,Donald Trump,FAVOR,1200134212491390976,1017770772377587713
466,Donald Trump,FAVOR,1198052615373770752,222195944
467,Donald Trump,FAVOR,1012198521376686080,1005831182838259713
468,Donald Trump,FAVOR,1190019479234854912,707109514768560128
469,Donald Trump,FAVOR,1167034219522076672,35020110
470,Donald Trump,FAVOR,1177253114539175936,4711065344
471,Donald Trump,FAVOR,1023602100788453376,961325626304221185
472,Donald Trump,AGAINST,1044805998513459200,951269581007368192
473,Donald Trump,FAVOR,1144054515206803456,2994857845
474,Donald Trump,FAVOR,1155287377289469952,2374487132
475,Donald Trump,FAVOR,1223381440634556416,946002650511712257
476,Donald Trump,FAVOR,1056528553636913152,774893842780696577
477,Donald Trump,FAVOR,1023021730619707392,3128434338
478,Donald Trump,FAVOR,1175137331604594688,795699584
479,Donald Trump,FAVOR,1065640013772349440,3295287420
480,Donald Trump,FAVOR,1012912076153552896,932195713152442368
481,Donald Trump,NONE,1056059713341677568,774893842780696577
482,Donald Trump,NONE,1100837470499790848,4739018516
483,Donald Trump,FAVOR,1209964437228134400,2981776113
484,Donald Trump,FAVOR,972596512269197312,3361279126
485,Donald Trump,AGAINST,1263867403534041088,1115815104
486,Donald Trump,FAVOR,1098328949795352576,33779867
487,Donald Trump,FAVOR,1240073600020828160,884922595027582976
488,Donald Trump,FAVOR,1208146581003763712,1655056183
489,Donald Trump,FAVOR,1091005504728563712,90066817
490,Donald Trump,FAVOR,1090685755389812736,994218568421199873
491,Donald Trump,FAVOR,1262776571053694976,1595002442
492,Donald Trump,FAVOR,996580899771871232,4592514447
493,Donald Trump,FAVOR,1001429158214471680,882353329657049089
